x_m,y_m,z_m,pressure_Pa,temperature_K
0.320348712,0.283478404,0.00150000001,186.378649,319.324852
0.321739833,0.280000001,0.00281393561,159.173518,318.922939
0.320462211,0.281501394,0.00350000011,165.994546,318.786818
0.319568585,0.291999996,0.00283391615,225.868072,320.310406
0.320180352,0.280757552,0.00350000011,156.719961,318.785467
0.316687874,0.28376358,0.00150000001,203.054328,319.334313
0.315283124,0.287939766,0.00350000011,225.900479,319.312997
0.314954461,0.2875653,0.00150000001,226.41784,319.801401
0.314454754,0.284691527,0.00350000011,212.778101,318.871044
0.315679246,0.290391556,0.00150000001,229.958254,320.15982
0.315824999,0.291213701,0.00150000001,230.747585,320.259541
0.316253539,0.291266428,0.00350000011,230.515089,319.982565
0.313991216,0.285342871,0.00350000011,218.429398,318.951236
0.314871483,0.289188385,0.00350000011,229.083981,319.560695
0.313811486,0.289021485,0.00150000001,229.412438,320.00434
0.312801335,0.287143695,0.00150000001,225.954125,319.772251
0.312644888,0.287589029,0.00350000011,226.459835,319.324947
0.3145165,0.281611635,0.00350000011,206.295705,318.627052
0.312218688,0.286276,0.00150000001,220.558117,319.665909
0.315608604,0.279914793,0.00350000011,180.148983,318.61562
0.311643223,0.285401576,0.00150000001,216.888662,319.566804
0.311650631,0.285409061,0.00350000011,220.639094,318.991063
0.312119843,0.289991966,0.00350000011,229.665849,319.845635
0.312222892,0.29052613,0.00350000011,230.356927,319.973402
0.310877156,0.285875042,0.00350000011,220.767739,319.087222
0.315434297,0.279152109,0.00284668708,188.465887,318.650585
0.314436352,0.278698499,0.00316531497,204.357167,318.58081
0.310403697,0.289390886,0.00350000011,228.444134,319.804712
0.312045375,0.280773971,0.00150000001,198.241588,319.02885
0.31344357,0.278247234,0.00284766312,201.304193,318.533113
0.309515309,0.289478746,0.00150000001,227.936578,320.109021
0.308673867,0.285622076,0.00350000011,216.192916,319.116309
0.311970852,0.27973439,0.00350000011,218.159895,318.490181
0.309455417,0.289615942,0.00266687454,228.530172,320.109721
0.307540903,0.288745708,0.00233330176,223.667009,320.038055
0.311212922,0.28006101,0.00150000001,212.840056,318.94385
0.306490157,0.286611329,0.00350000011,207.257078,319.40864
0.306943767,0.283713343,0.00350000011,195.877015,318.853043
0.305855834,0.287979762,0.00216575832,207.758378,319.966165
0.310273395,0.279119674,0.00350000011,226.25992,318.410903
0.308560847,0.280829382,0.00150000001,199.907632,319.049974
0.30728911,0.281952151,0.00350000011,197.571625,318.617153
0.304452718,0.286010312,0.00150000001,167.350685,319.71668
0.304674848,0.287442962,0.0016532983,189.166753,319.917927
0.310478047,0.277231987,0.00150000001,231.849802,318.56921
0.306703494,0.280493235,0.00150000001,215.748631,318.997214
0.307017185,0.279466593,0.00350000011,219.139335,318.373948
0.310222864,0.276783282,0.00324254912,230.680472,318.324168
0.303451985,0.283738133,0.00150000001,180.324112,319.397865
0.305114844,0.280663275,0.00350000011,216.783289,318.463857
0.307822116,0.278020522,0.00150000001,238.50141,318.673812
0.304367344,0.281056545,0.00150000001,203.496145,319.049007
0.304646813,0.280532276,0.00350000011,221.948226,318.448078
0.302854547,0.282494501,0.00150000001,193.439388,319.231709
0.303976153,0.280575217,0.00150000001,216.988605,318.988203
0.30231012,0.283030028,0.00350000011,184.549378,318.863881
0.305546396,0.277979083,0.00150000001,247.04147,318.695221
0.301354264,0.281268352,0.00350000011,208.286851,318.569157
0.299627002,0.283818328,0.00150000001,194.567355,319.445064
0.299364719,0.285029259,0.00333337632,195.122509,319.535533
0.307024218,0.275329348,0.0016306463,257.024161,318.207863
0.303311085,0.278293708,0.00350000011,253.341207,318.213409
0.306211367,0.274959872,0.00284512281,264.630646,318.033573
0.302961265,0.277799717,0.00350000011,266.427447,318.16146
0.304748057,0.275956003,0.00150000001,263.008851,318.398944
0.299799157,0.280882625,0.00150000001,224.104187,319.020578
0.301219851,0.279281663,0.00350000011,249.610456,318.294117
0.29742437,0.284147282,0.00266552137,194.230391,319.488771
0.302306053,0.277343084,0.00350000011,270.682235,318.108369
0.301068629,0.27843459,0.00150000001,283.918191,318.731546
0.303753947,0.275006449,0.00150000001,274.492218,318.249487
0.296695812,0.283816124,0.00316703526,193.332925,319.37334
0.301891771,0.276338072,0.00350000011,291.427123,318.007433
0.298496224,0.279493808,0.00350000011,264.496846,318.329026
0.296382913,0.28199078,0.00150000001,199.966373,319.165024
0.302517752,0.274607992,0.00150000001,301.399092,318.195331
0.295224698,0.28314743,0.00227523511,186.12657,319.335847
0.296564666,0.280389867,0.00150000001,256.195846,318.955401
0.302457555,0.273253586,0.00336749641,308.293623,317.724716
0.293046866,0.281621583,0.00150000001,275.81076,319.088678
0.299440862,0.275181104,0.00150000001,319.675844,318.340908
0.293812917,0.282967688,0.00259709251,226.469258,319.242242
0.298957073,0.274985773,0.00150000001,324.264756,318.318013
0.297424461,0.276808574,0.00150000001,322.585825,318.575595
0.296894538,0.276862373,0.00350000011,326.470608,318.016575
0.29355673,0.283110015,0.00160440572,243.92537,319.307253
0.292750617,0.283207853,0.00150000001,284.941749,319.261817
0.293475215,0.279039346,0.00350000011,322.715452,318.26695
0.298004357,0.274483029,0.00150000001,335.664673,318.252994
0.298851868,0.272936423,0.00350000011,339.099299,317.601871
0.29084363,0.282354067,0.00350000011,317.670689,318.706677
0.291406278,0.279849786,0.00150000001,332.353859,318.898335
0.294503973,0.276286842,0.00350000011,343.970206,317.952629
0.288762337,0.281268088,0.00350000011,343.744372,318.482503
0.290093345,0.283645584,0.00350000011,328.05788,318.922016
0.29136262,0.284328962,0.00336097299,318.357451,319.277736
0.289127801,0.282640635,0.00150000001,345.547345,319.13702
0.288316868,0.282049904,0.00350000011,350.192398,318.582258
0.288533475,0.282113538,0.00150000001,336.065997,319.083306
0.298407485,0.271412653,0.00320817953,351.629464,317.382072
0.295978516,0.273074865,0.00350000011,356.1317,317.591927
0.288309446,0.280477445,0.00350000011,350.943337,318.383346
0.297644378,0.271214104,0.00350000011,357.601064,317.3627
0.295647979,0.272028139,0.00150000001,360.916649,317.845023
0.29397795,0.273502229,0.00150000001,359.590188,318.142621
0.287007983,0.280282987,0.00350000011,346.597063,318.356531
0.288128084,0.27828346,0.00350000011,354.961212,318.179297
0.287417642,0.27874411,0.00150000001,355.406368,318.802514
0.286867988,0.283957195,0.00150000001,347.020354,319.248344
0.284862055,0.28083745,0.00350000011,354.677005,318.396027
0.294766601,0.270056407,0.0026665717,369.438718,317.155511
0.28333949,0.281579015,0.00350000011,350.646596,318.459465
0.294755104,0.270187359,0.00350000011,367.38148,317.20096
0.291785594,0.272609935,0.00350000011,363.538043,317.595568
0.293747462,0.270014783,0.00333346611,365.985716,317.162334
0.285834772,0.277988368,0.00350000011,361.565098,318.187758
