x_m,y_m,z_m,temperature_K
0.308736896,0.255268224,0.00499999989,315.830239
0.301037793,0.264277643,0.00499999989,316.237825
0.302642303,0.262082335,0.00499999989,316.01338
0.316721154,0.245096608,0.00499999989,315.789868
0.284107238,0.288194774,0.00499999989,319.363119
0.291515029,0.281675448,0.00499999989,318.629177
0.303119405,0.260424785,0.00499999989,315.900654
0.299436157,0.275521683,0.00499999989,317.899254
0.281503161,0.290983107,0.00499999989,319.605818
0.278181622,0.297947342,0.00499999989,320.17729
0.289123795,0.283326134,0.00499999989,318.860024
0.297147838,0.268135264,0.00499999989,316.861533
0.298601611,0.265451882,0.00499999989,316.306064
0.300727562,0.278932768,0.00499999989,318.284205
0.317233527,0.240037315,0.00499999989,315.704437
0.312576776,0.249728778,0.00499999989,315.802307
0.280230731,0.291443044,0.00499999989,319.603733
0.277084768,0.296321016,0.00499999989,319.989711
0.291666022,0.280743938,0.00499999989,318.498302
0.298239265,0.279988453,0.00499999989,318.41303
0.29295766,0.279724382,0.00499999989,318.372653
0.304015494,0.258035561,0.00499999989,315.833306
0.303715521,0.257077415,0.00499999989,315.843994
0.306377985,0.254362634,0.00499999989,315.898241
0.31708041,0.238516545,0.00499999989,315.661396
0.316958802,0.240419118,0.00499999989,315.690849
0.277458654,0.293855534,0.00499999989,319.744701
0.2823456,0.288700255,0.00499999989,319.307217
0.276609234,0.30964052,0.00499999989,320.601531
0.303448074,0.257296016,0.00499999989,315.84035
0.305999271,0.254380009,0.00499999989,315.930112
0.316792735,0.238113618,0.00499999989,315.638609
0.272864102,0.304377056,0.00499999989,320.381455
0.285723778,0.284113766,0.00499999989,318.81822
0.314339144,0.243328513,0.00499999989,315.723841
0.316131353,0.238091407,0.00499999989,315.622877
0.271997827,0.302436574,0.00499999989,320.221429
0.27621421,0.293274332,0.00499999989,319.589908
0.285953527,0.282859354,0.00499999989,318.648923
0.273075227,0.296567863,0.00499999989,319.804562
0.300534061,0.259582515,0.00499999989,315.838057
0.29528309,0.265909226,0.00499999989,316.404932
0.310982314,0.248576592,0.00499999989,315.919325
0.277672513,0.291331052,0.00499999989,319.39561
